timestamp,positive,negative
2014/7/15:10,0.135307433,-0.32066569
2014/7/15:11,0.185427964,-0.34312567
2014/7/15:12,0.165680737,-0.337048123
2014/7/15:13,0.172882282,-0.324451713
2014/7/15:14,0.175962265,-0.341071017
2014/7/15:15,0.171079023,-0.349412916
2014/7/15:16,0.162394009,-0.337220257
2014/7/15:17,0.162976219,-0.336100721
2014/7/15:18,0.147521377,-0.355218806
2014/7/15:19,0.144357299,-0.338255841
2014/7/15:20,0.151255531,-0.325341831
2014/7/15:21,0.144680141,-0.352431059
2014/7/15:22,0.157194392,-0.336654563
2014/7/15:23,0.151204445,-0.351379151
2014/7/16:0,0.156135631,-0.337264848
2014/7/16:1,0.154431343,-0.344947792
2014/7/16:2,0.154246357,-0.348166434
2014/7/16:3,0.16225219,-0.347929256
2014/7/16:4,0.153616072,-0.344191905
2014/7/16:5,0.159505351,-0.349638907
2014/7/16:6,0.149857678,-0.348928129
2014/7/16:7,0.144524576,-0.343084393
2014/7/16:8,0.134234995,-0.339595671
2014/7/16:9,0.145719424,-0.374174909
2014/7/16:10,0.139185741,-0.313811885
2014/7/16:11,0.167232561,-0.33456575
2014/7/16:12,0.155854196,-0.314195625
2014/7/16:13,0.175141995,-0.350861208
2014/7/16:14,0.176305542,-0.334928997
2014/7/16:15,0.169498798,-0.316198505
2014/7/16:16,0.175485478,-0.337114238
2014/7/16:17,0.154363581,-0.347317896
2014/7/16:18,0.144582879,-0.342468366
2014/7/16:19,0.146080629,-0.353736396
2014/7/16:20,0.155078145,-0.339889954
2014/7/16:21,0.152506348,-0.354289859
2014/7/16:22,0.151868499,-0.331748469
2014/7/16:23,0.142054856,-0.349083678
2014/7/17:0,0.152385869,-0.343771026
2014/7/17:1,0.16738618,-0.343800793
2014/7/17:2,0.167880072,-0.346260375
2014/7/17:3,0.170701264,-0.348300372
2014/7/17:4,0.159847092,-0.345320229
2014/7/17:5,0.160354986,-0.359579409
2014/7/17:6,0.146337806,-0.353330579
2014/7/17:7,0.137200652,-0.341774321
2014/7/17:8,0.132147198,-0.331462102
2014/7/17:9,0.13667445,-0.328414519
2014/7/17:10,0.157263957,-0.328667274
2014/7/17:11,0.172993186,-0.318863165
2014/7/17:12,0.170292141,-0.334683852
2014/7/17:13,0.167439248,-0.318068184
2014/7/17:14,0.175621584,-0.335536851
2014/7/17:15,0.170895996,-0.344441589
2014/7/17:16,0.168135272,-0.334148461
2014/7/17:17,0.155624438,-0.336605012
2014/7/17:18,0.151795482,-0.325742133
2014/7/17:19,0.159083243,-0.34285249
2014/7/17:20,0.200486311,-0.326729332
2014/7/17:21,0.175782578,-0.322797117
2014/7/17:22,0.163401114,-0.32992763
2014/7/17:23,0.198243255,-0.344322013
2014/7/18:0,0.141897114,-0.3380564
2014/7/18:1,0.153943172,-0.345282964
2014/7/18:2,0.160916918,-0.352037744
2014/7/18:3,0.156241927,-0.341831866
2014/7/18:4,0.15112884,-0.344233915
2014/7/18:5,0.152900723,-0.34632997
2014/7/18:6,0.146995595,-0.350795637
2014/7/18:7,0.137811479,-0.35550595
2014/7/18:8,0.143742152,-0.350122325
2014/7/18:9,0.123846351,-0.317628175
2014/7/18:10,0.173909264,-0.335829622
2014/7/18:11,0.178399478,-0.32205456
2014/7/18:12,0.169770018,-0.311280672
2014/7/18:13,0.190583432,-0.329524991
2014/7/18:14,0.176780362,-0.337111614
2014/7/18:15,0.167437663,-0.334507683
2014/7/18:16,0.155531134,-0.33760373
2014/7/18:17,0.151397377,-0.338568753
2014/7/18:18,0.151867039,-0.338832532
2014/7/18:19,0.143369059,-0.336963705
2014/7/18:20,0.151909612,-0.332870057
2014/7/18:21,0.149475855,-0.338613338
2014/7/18:22,0.153756671,-0.334706391
2014/7/18:23,0.155321379,-0.352229937
2014/7/19:0,0.165563401,-0.338581081
2014/7/19:1,0.159964514,-0.356043331
2014/7/19:2,0.151582994,-0.326851746
2014/7/19:3,0.163404186,-0.345562166
2014/7/19:4,0.151428694,-0.356241938
2014/7/19:5,0.160021012,-0.36011832
2014/7/19:6,0.161221958,-0.347636666
2014/7/19:7,0.139082678,-0.359647109
2014/7/19:8,0.143134005,-0.357670024
2014/7/19:9,0.129376143,-0.362718564
2014/7/19:10,0.141585223,-0.342143064
2014/7/19:11,0.157842311,-0.299733641
2014/7/19:12,0.166359786,-0.344122679
2014/7/19:13,0.165348871,-0.331222445
2014/7/19:14,0.166916213,-0.323819061
2014/7/19:15,0.156804594,-0.324944966
2014/7/19:16,0.16156788,-0.329988579
2014/7/19:17,0.154142217,-0.33221048
2014/7/19:18,0.155575957,-0.348063641
2014/7/19:19,0.153908985,-0.341201298
2014/7/19:20,0.154408449,-0.301709517
2014/7/19:21,0.163471188,-0.3574836
2014/7/19:22,0.152640851,-0.332801776
2014/7/19:23,0.148905162,-0.356133328
2014/7/20:0,0.157177897,-0.342385476
2014/7/20:1,0.162272106,-0.34662712
2014/7/20:2,0.166524312,-0.329772452
2014/7/20:3,0.155912744,-0.349119082
2014/7/20:4,0.156277292,-0.345875918
2014/7/20:5,0.163011408,-0.351471754
2014/7/20:6,0.147136442,-0.358419615
2014/7/20:7,0.139498035,-0.367230451
2014/7/20:8,0.146244433,-0.337761109
2014/7/20:9,0.154439492,-0.352183285
2014/7/20:10,0.133249608,-0.340179521
2014/7/20:11,0.170310036,-0.309379964
2014/7/20:15,0.192740213,-0.266558986
2014/7/20:16,0.170132682,-0.350534252
2014/7/20:17,0.148086221,-0.33240035
2014/7/20:18,0.183206126,-0.299150975
2014/7/20:20,0.155363509,-0.339688416
2014/7/20:21,0.152482292,-0.338511924
2014/7/20:22,0.149749167,-0.342784946
2014/7/20:23,0.1543153,-0.332068109
2014/7/21:0,0.161528449,-0.342213104
2014/7/21:1,0.1629199,-0.330963798
2014/7/21:2,0.159865471,-0.349221632
2014/7/21:3,0.150175585,-0.343051827
2014/7/21:4,0.147419971,-0.348859106
2014/7/21:5,0.160587447,-0.341975459
2014/7/21:6,0.152280046,-0.337027729
2014/7/21:7,0.137943922,-0.336451018
2014/7/21:8,0.131220527,-0.338438731
2014/7/21:9,0.125688064,-0.350103662
2014/7/21:10,0.114004637,-0.315315523
2014/7/21:11,0.18040912,-0.331731455
2014/7/21:12,0.171348022,-0.350065223
2014/7/21:13,0.175880727,-0.353605601
2014/7/21:14,0.168974833,-0.3239942
2014/7/21:15,0.175000176,-0.321734658
2014/7/21:16,0.165419132,-0.34802833
2014/7/21:17,0.1564607,-0.333034399
2014/7/21:18,0.149592478,-0.330770279
2014/7/21:19,0.156699642,-0.340089616
2014/7/21:20,0.157447053,-0.339010528
2014/7/21:21,0.150466129,-0.322771177
2014/7/21:22,0.152439015,-0.346836204
2014/7/21:23,0.149662521,-0.336792256
2014/7/22:0,0.156705012,-0.343160058
2014/7/22:1,0.15759801,-0.338676276
2014/7/22:2,0.161962341,-0.333149262
2014/7/22:3,0.162574217,-0.343394151
2014/7/22:4,0.154652948,-0.342934769
2014/7/22:5,0.161388906,-0.361669505
2014/7/22:6,0.141356582,-0.347938483
2014/7/22:7,0.148105197,-0.350629911
2014/7/22:8,0.131233529,-0.344716315
2014/7/22:9,0.117428436,-0.351776707
2014/7/22:10,0.142164875,-0.335048849
2014/7/22:11,0.17599031,-0.345299076
2014/7/22:12,0.173073992,-0.324499305
2014/7/22:13,0.176440764,-0.337841452
2014/7/22:14,0.178007724,-0.327216393
2014/7/22:15,0.179727853,-0.339298813
2014/7/22:16,0.165992568,-0.346267626
2014/7/22:17,0.169906754,-0.325354282
2014/7/22:18,0.157427872,-0.347028789
2014/7/22:19,0.143399224,-0.354234205
2014/7/22:20,0.161155429,-0.34558861
2014/7/22:21,0.157936056,-0.338599792
2014/7/22:22,0.155361174,-0.337948691
2014/7/22:23,0.150746354,-0.334615737
2014/7/23:0,0.155983618,-0.340328744
2014/7/23:1,0.158610665,-0.341229382
2014/7/23:2,0.157629951,-0.346523179
2014/7/23:3,0.152726102,-0.347620123
2014/7/23:4,0.159220498,-0.346390914
2014/7/23:5,0.164028499,-0.356328835
2014/7/23:6,0.148759325,-0.352030017
2014/7/23:7,0.148078341,-0.345721602
2014/7/23:8,0.148644784,-0.329454947
2014/7/23:9,0.123691701,-0.312325203
2014/7/23:10,0.157465494,-0.322991248
2014/7/23:11,0.161498781,-0.341841992
2014/7/23:12,0.17726499,-0.324366397
2014/7/23:13,0.179070928,-0.316663872
2014/7/23:14,0.18288143,-0.33825788
2014/7/23:15,0.180569487,-0.345210441
2014/7/23:16,0.173180387,-0.339678363
2014/7/23:17,0.165828589,-0.336465767
2014/7/23:18,0.162131372,-0.341697254
2014/7/23:19,0.158671987,-0.336972062
2014/7/23:20,0.147271105,-0.340368864
2014/7/23:21,0.165278367,-0.339395856
2014/7/23:22,0.180037425,-0.344414938
2014/7/23:23,0.187279165,-0.312200835
2014/7/24:0,0.168928758,-0.333510126
2014/7/24:1,0.156713962,-0.351742512
2014/7/24:2,0.160000417,-0.340632338
2014/7/24:3,0.161948734,-0.338756265
2014/7/24:4,0.150343631,-0.345153762
2014/7/24:5,0.15808088,-0.349029358
2014/7/24:6,0.142159849,-0.359308775
2014/7/24:7,0.140010319,-0.361968795
2014/7/24:8,0.119789604,-0.350479231
2014/7/24:9,0.146972764,-0.325090827
2014/7/24:10,0.137326295,-0.329139305
2014/7/24:11,0.194797065,-0.307231069
2014/7/24:12,0.172904359,-0.309277538
2014/7/24:13,0.181784229,-0.324779849
2014/7/24:14,0.172244019,-0.310675095
2014/7/24:15,0.163659953,-0.319910437
2014/7/24:16,0.160270432,-0.347968704
2014/7/24:17,0.157239523,-0.32106262
2014/7/24:18,0.158213568,-0.330210551
2014/7/24:19,0.146334639,-0.334550465
2014/7/24:20,0.157151111,-0.342495437
2014/7/24:21,0.150115028,-0.343744393
2014/7/24:22,0.152765406,-0.355423704
2014/7/24:23,0.153716023,-0.332607774
2014/7/25:0,0.150564287,-0.335310795
2014/7/25:1,0.148524673,-0.350336913
2014/7/25:2,0.160448079,-0.343144476
2014/7/25:3,0.150898484,-0.35563766
2014/7/25:4,0.155935929,-0.344854882
2014/7/25:5,0.171504511,-0.349085912
2014/7/25:6,0.141844086,-0.350338307
2014/7/25:7,0.141151656,-0.34566883
2014/7/25:8,0.138077381,-0.34087359
2014/7/25:9,0.147986094,-0.314465928
2014/7/25:10,0.152204191,-0.357732979
2014/7/25:11,0.151873367,-0.307422589
2014/7/25:12,0.175633739,-0.35991016
2014/7/25:13,0.187713491,-0.311073975
2014/7/25:14,0.173461202,-0.341171769
2014/7/25:15,0.164384816,-0.330042816
2014/7/25:16,0.162294976,-0.343125625
2014/7/25:17,0.149988748,-0.354238461
2014/7/25:18,0.15600609,-0.351904329
2014/7/25:19,0.15766993,-0.347900413
2014/7/25:20,0.161981146,-0.346004459
2014/7/25:21,0.159068609,-0.344389754
2014/7/25:22,0.149485856,-0.35517185
2014/7/25:23,0.159493741,-0.360944724
2014/7/26:0,0.14848398,-0.342591699
2014/7/26:1,0.157747769,-0.349674129
2014/7/26:2,0.154687793,-0.34735838
2014/7/26:3,0.151058564,-0.344083718
2014/7/26:4,0.146594203,-0.360688139
2014/7/26:5,0.163613985,-0.358469237
2014/7/26:6,0.155781104,-0.365479116
2014/7/26:7,0.141796303,-0.342339682
2014/7/26:8,0.148278039,-0.345517347
2014/7/26:9,0.131343768,-0.380705461
2014/7/26:10,0.138182084,-0.317596531
2014/7/26:11,0.161073116,-0.309212007
2014/7/26:12,0.165024335,-0.310475896
2014/7/26:13,0.164678932,-0.331753751
2014/7/26:14,0.168924512,-0.336580716
2014/7/26:15,0.157169478,-0.343115571
2014/7/26:16,0.161037293,-0.331234626
2014/7/26:17,0.162887404,-0.340368918
2014/7/26:18,0.152961518,-0.325445491
2014/7/26:19,0.150937999,-0.327382162
2014/7/26:20,0.151741294,-0.337138448
2014/7/26:21,0.149128319,-0.328838812
2014/7/26:22,0.159402459,-0.352147186
2014/7/26:23,0.152578921,-0.337641648
2014/7/27:0,0.151446465,-0.340319368
2014/7/27:1,0.152489735,-0.348322651
2014/7/27:2,0.151026549,-0.359639927
2014/7/27:3,0.148827004,-0.354568965
2014/7/27:4,0.159808462,-0.33676554
2014/7/27:5,0.157022649,-0.353202937
2014/7/27:6,0.147672666,-0.339989609
2014/7/27:7,0.138291611,-0.344447847
2014/7/27:8,0.145724789,-0.353567098
2014/7/27:9,0.13895688,-0.367305261
2014/7/27:10,0.147210356,-0.338637634
2014/7/27:11,0.15513656,-0.321179648
2014/7/27:12,0.173298778,-0.317367413
2014/7/27:13,0.172079671,-0.333863166
2014/7/27:14,0.17269908,-0.33514761
2014/7/27:15,0.175445424,-0.344710011
2014/7/27:16,0.159362342,-0.328239806
2014/7/27:17,0.153797597,-0.337122327
2014/7/27:18,0.152561923,-0.357284881
2014/7/27:19,0.155385682,-0.332113254
2014/7/27:20,0.150042369,-0.332877186
2014/7/27:21,0.149759079,-0.334441046
2014/7/27:22,0.151948706,-0.327559813
2014/7/27:23,0.14045374,-0.354469966
2014/7/28:0,0.148671973,-0.353981092
2014/7/28:1,0.158746038,-0.34850342
2014/7/28:2,0.158390146,-0.345749754
2014/7/28:3,0.161910836,-0.350175963
2014/7/28:4,0.158423523,-0.347187397
2014/7/28:5,0.165772104,-0.348512768
2014/7/28:6,0.150447759,-0.351690076
2014/7/28:7,0.138555001,-0.347302349
2014/7/28:8,0.130942141,-0.356125771
2014/7/28:9,0.12830974,-0.376036793
2014/7/28:10,0.151367862,-0.305575103
2014/7/28:11,0.160882045,-0.305114779
2014/7/28:12,0.168081607,-0.335327822
2014/7/28:13,0.158251915,-0.312813751
2014/7/28:14,0.169718823,-0.327573029
2014/7/28:15,0.17260095,-0.348910174
2014/7/28:16,0.170601868,-0.337201748
2014/7/28:17,0.154889793,-0.354574057
2014/7/28:18,0.157766965,-0.34355677
2014/7/28:19,0.164352526,-0.332185295
2014/7/28:20,0.159197076,-0.332696138
2014/7/28:21,0.156244929,-0.335689468
2014/7/28:22,0.163139768,-0.346762081
2014/7/28:23,0.153702693,-0.339172078
2014/7/29:0,0.157061675,-0.330143957
2014/7/29:1,0.146081729,-0.339588508
2014/7/29:2,0.156312981,-0.352339854
2014/7/29:3,0.15804618,-0.351476583
2014/7/29:4,0.155848766,-0.362097774
2014/7/29:5,0.159530902,-0.345936338
2014/7/29:6,0.141090683,-0.347287163
2014/7/29:7,0.141645759,-0.350488212
2014/7/29:8,0.126993321,-0.338063619
2014/7/29:9,0.143461159,-0.331539919
2014/7/29:10,0.160147731,-0.359027231
2014/7/29:11,0.18534159,-0.334232954
2014/7/29:12,0.18438103,-0.324548619
2014/7/29:13,0.164689631,-0.32913666
2014/7/29:14,0.169440357,-0.321426688
2014/7/29:15,0.160413745,-0.358094809
2014/7/29:16,0.162620963,-0.346176634
2014/7/29:17,0.155203959,-0.349324092
2014/7/29:18,0.150375289,-0.339733361
2014/7/29:19,0.15246886,-0.354636909
2014/7/29:20,0.151478349,-0.329622763
2014/7/29:21,0.152046592,-0.343133784
2014/7/29:22,0.151512867,-0.365118558
2014/7/29:23,0.147408461,-0.347901436
2014/7/30:0,0.154458092,-0.333645363
2014/7/30:1,0.152642133,-0.354203571
2014/7/30:2,0.153970845,-0.335623528
2014/7/30:3,0.153034834,-0.342302186
2014/7/30:4,0.155339029,-0.343221314
2014/7/30:5,0.161611065,-0.35249892
2014/7/30:6,0.147818411,-0.345240108
2014/7/30:7,0.145763576,-0.347268666
2014/7/30:8,0.130118272,-0.352043104
2014/7/30:9,0.141831674,-0.325903208
2014/7/30:10,0.148212751,-0.332408942
2014/7/30:11,0.165096404,-0.329550426
2014/7/30:12,0.171329521,-0.33904673
2014/7/30:13,0.194533147,-0.323656117
2014/7/30:14,0.17272483,-0.343299996
2014/7/30:15,0.170469363,-0.322532239
2014/7/30:16,0.162695139,-0.335375265
2014/7/30:17,0.156893362,-0.343959065
2014/7/30:18,0.147498311,-0.361843749
2014/7/30:19,0.14734916,-0.344422998
2014/7/30:20,0.149083434,-0.364674685
2014/7/30:21,0.139042448,-0.358936139
2014/7/30:22,0.150485533,-0.346597923
2014/7/30:23,0.149611008,-0.337769661
2014/7/31:0,0.157410262,-0.336264937
2014/7/31:1,0.155926633,-0.344872663
2014/7/31:2,0.155925589,-0.340765118
2014/7/31:3,0.156982997,-0.339935877
2014/7/31:4,0.152464068,-0.355694271
2014/7/31:5,0.162015807,-0.33426129
2014/7/31:6,0.139593073,-0.347277665
2014/7/31:7,0.143154436,-0.344584787
2014/7/31:8,0.147178148,-0.341468325
2014/7/31:9,0.12341883,-0.311163858
2014/7/31:10,0.158383228,-0.362182317
2014/7/31:11,0.159245544,-0.362945366
2014/7/31:12,0.179067473,-0.333281371
2014/7/31:13,0.169066843,-0.331857504
2014/7/31:14,0.186796017,-0.345067062
2014/7/31:15,0.160012773,-0.344230312
2014/7/31:16,0.16061838,-0.335564594
2014/7/31:17,0.159625448,-0.356143751
2014/7/31:18,0.154915467,-0.34993571
2014/7/31:19,0.138988838,-0.335827791
2014/7/31:20,0.160098455,-0.345930562
2014/7/31:21,0.150602228,-0.350310767
2014/7/31:22,0.161715833,-0.335245615
2014/7/31:23,0.144924821,-0.3466592
2014/8/1:0,0.141822405,-0.348679539
2014/8/1:1,0.150771138,-0.35692492
2014/8/1:2,0.155334703,-0.343530019
2014/8/1:3,0.156538168,-0.346861675
2014/8/1:4,0.172946441,-0.350193604
2014/8/1:5,0.166884674,-0.340034041
2014/8/1:6,0.151470042,-0.346995827
2014/8/1:7,0.139487449,-0.358681873
2014/8/1:8,0.136613112,-0.350369163
2014/8/1:9,0.145156561,-0.328667725
2014/8/1:10,0.140685687,-0.343565607
2014/8/1:11,0.171433756,-0.330964904
2014/8/1:12,0.182003913,-0.311665225
2014/8/1:13,0.181122928,-0.299953856
2014/8/1:14,0.171931968,-0.329543887
2014/8/1:15,0.16705793,-0.333514788
2014/8/1:16,0.159935873,-0.327869167
2014/8/1:17,0.161594872,-0.326840302
2014/8/1:18,0.162132133,-0.364488965
2014/8/1:19,0.158088823,-0.328267951
2014/8/1:20,0.146803247,-0.349303766
2014/8/1:21,0.145968336,-0.336584951
2014/8/1:22,0.14985825,-0.33132893
2014/8/1:23,0.147984703,-0.334883757
2014/8/2:0,0.154115627,-0.349480625
2014/8/2:1,0.170207401,-0.344031212
2014/8/2:2,0.141766246,-0.402054623
2014/8/2:3,0.144079281,-0.364134108
2014/8/2:4,0.155089825,-0.359043052
2014/8/2:5,0.169360648,-0.354597824
2014/8/2:6,0.147429332,-0.356588645
2014/8/2:7,0.127635163,-0.35576524
2014/8/2:8,0.136879526,-0.362555307
2014/8/2:9,0.141916023,-0.339118126
2014/8/2:10,0.15551553,-0.373753867
2014/8/2:11,0.143645952,-0.34060026
2014/8/2:12,0.180974135,-0.303993878
2014/8/2:13,0.1743397,-0.317533383
2014/8/2:14,0.17268437,-0.325689568
2014/8/2:15,0.166294259,-0.344277517
2014/8/2:16,0.159059714,-0.334610689
2014/8/2:17,0.156399813,-0.344465803
2014/8/2:18,0.166187154,-0.337756529
2014/8/2:19,0.157417618,-0.33481089
2014/8/2:20,0.147955439,-0.3445002
2014/8/2:21,0.156962974,-0.338259513
2014/8/2:22,0.150763466,-0.352705533
2014/8/2:23,0.148608465,-0.330782953
2014/8/3:0,0.146096175,-0.354705075
2014/8/3:1,0.153913287,-0.35491027
2014/8/3:2,0.146793073,-0.360088829
2014/8/3:3,0.163026233,-0.357819456
2014/8/3:4,0.155329115,-0.343613464
2014/8/3:5,0.163520682,-0.344857415
2014/8/3:6,0.148131981,-0.354608466
2014/8/3:7,0.149230816,-0.366596299
2014/8/3:8,0.136596474,-0.355296009
2014/8/3:9,0.153669764,-0.3223773
2014/8/3:10,0.171161721,-0.358496652
2014/8/3:11,0.179307507,-0.337526238
2014/8/3:12,0.170904117,-0.374252496
2014/8/3:13,0.17180162,-0.330406275
2014/8/3:14,0.167983997,-0.336875477
2014/8/3:15,0.157550152,-0.344897691
2014/8/3:16,0.160335306,-0.321461936
2014/8/3:17,0.157819405,-0.345821077
2014/8/3:18,0.156106755,-0.349587177
2014/8/3:19,0.152178268,-0.33863981
2014/8/3:20,0.150914106,-0.358298719
2014/8/3:21,0.142659506,-0.340874205
2014/8/3:22,0.149776713,-0.340189051
2014/8/3:23,0.154131124,-0.333980501
2014/8/4:0,0.146158476,-0.331579506
2014/8/4:1,0.152326936,-0.332129788
2014/8/4:2,0.154854306,-0.341162275
2014/8/4:3,0.153666893,-0.344581276
2014/8/4:4,0.157276555,-0.359483645
2014/8/4:5,0.165855957,-0.348681914
2014/8/4:6,0.150705555,-0.369800825
2014/8/4:7,0.142666474,-0.356541921
2014/8/4:8,0.146041394,-0.331057994
2014/8/4:9,0.154566977,-0.355490119
2014/8/4:10,0.149374358,-0.348017754
2014/8/4:11,0.174339658,-0.338720863
2014/8/4:12,0.170953905,-0.332542481
2014/8/4:13,0.188184189,-0.335453543
2014/8/4:14,0.17928743,-0.325652353
2014/8/4:15,0.169965844,-0.331669796
2014/8/4:16,0.164833195,-0.346147698
2014/8/4:17,0.164795198,-0.348548213
2014/8/4:18,0.153174691,-0.346126065
2014/8/4:19,0.147593008,-0.349564625
2014/8/4:20,0.140062907,-0.338874613
2014/8/4:21,0.149063781,-0.339182399
2014/8/4:22,0.149773801,-0.341141522
2014/8/4:23,0.158388627,-0.333081887
2014/8/5:0,0.155410218,-0.335702805
2014/8/5:1,0.1563134,-0.347118794
2014/8/5:2,0.154554278,-0.345710875
2014/8/5:3,0.156929993,-0.342052997
2014/8/5:4,0.153377517,-0.348794612
2014/8/5:5,0.156896491,-0.334564731
2014/8/5:6,0.140629411,-0.333927301
2014/8/5:7,0.130483032,-0.359978427
2014/8/5:8,0.133925483,-0.334911775
2014/8/5:9,0.133530264,-0.30293632
2014/8/5:10,0.149557713,-0.337584451
2014/8/5:11,0.176815676,-0.339176666
2014/8/5:12,0.167430671,-0.35016532
2014/8/5:13,0.181355205,-0.32448852
2014/8/5:14,0.178201132,-0.315274252
2014/8/5:15,0.16635359,-0.34233385
2014/8/5:16,0.168545328,-0.341739402
2014/8/5:17,0.153368237,-0.345821892
2014/8/5:18,0.160351443,-0.337164401
2014/8/5:19,0.150518828,-0.342031957
2014/8/5:20,0.153525679,-0.349291687
2014/8/5:21,0.161737973,-0.350450614
2014/8/5:22,0.152066114,-0.330395212
2014/8/5:23,0.161052773,-0.345155235
2014/8/6:0,0.157410179,-0.331378258
2014/8/6:1,0.158529414,-0.351094911
2014/8/6:2,0.162237676,-0.350438267
2014/8/6:3,0.156656563,-0.334107585
2014/8/6:4,0.156077732,-0.323755663
2014/8/6:5,0.153601891,-0.353681813
2014/8/6:6,0.146503048,-0.348721872
2014/8/6:7,0.13742413,-0.345829882
2014/8/6:8,0.13787937,-0.331933362
2014/8/6:9,0.135046343,-0.352341137
2014/8/6:10,0.149647768,-0.315568499
2014/8/6:11,0.154460155,-0.312253499
2014/8/6:12,0.182217258,-0.296069139
2014/8/6:13,0.176832015,-0.316017429
2014/8/6:14,0.165056049,-0.319966533
2014/8/6:15,0.173392099,-0.345469583
2014/8/6:16,0.15373968,-0.324863439
2014/8/6:17,0.159211847,-0.344358482
2014/8/6:18,0.159760039,-0.351628506
2014/8/6:19,0.153513868,-0.322704826
2014/8/6:20,0.159890485,-0.346659133
2014/8/6:21,0.152686702,-0.347693504
2014/8/6:22,0.145408495,-0.343386773
2014/8/6:23,0.156590959,-0.321862565
2014/8/7:0,0.141256485,-0.318144014
2014/8/7:1,0.153519712,-0.34510738
2014/8/7:2,0.155581827,-0.342065545
2014/8/7:3,0.150351875,-0.343077835
2014/8/7:4,0.152612571,-0.345803661
2014/8/7:5,0.167756172,-0.334282772
2014/8/7:6,0.13450245,-0.358292916
2014/8/7:7,0.144596447,-0.357100263
2014/8/7:8,0.134044436,-0.366709029
2014/8/7:9,0.156824031,-0.349802074
2014/8/7:10,0.184664705,-0.352378391
2014/8/7:11,0.1582036,-0.310450293
2014/8/7:12,0.169593777,-0.307878116
2014/8/7:13,0.181257445,-0.324394573
2014/8/7:14,0.18822622,-0.342039378
2014/8/7:15,0.169672931,-0.334824637
2014/8/7:16,0.171036239,-0.345316241
2014/8/7:17,0.165194327,-0.343137471
2014/8/7:18,0.148066632,-0.34512698
2014/8/7:19,0.16688583,-0.319104213
2014/8/7:20,0.155101057,-0.340408893
2014/8/7:21,0.148058801,-0.333079647
2014/8/7:22,0.148050611,-0.328749458
2014/8/7:23,0.156216548,-0.339146825
2014/8/8:0,0.155795089,-0.339307465
2014/8/8:1,0.153402525,-0.328915963
2014/8/8:2,0.151253068,-0.339785409
2014/8/8:3,0.149010089,-0.349725252
2014/8/8:4,0.155736098,-0.351275883
2014/8/8:5,0.169700715,-0.351213364
2014/8/8:6,0.145312294,-0.349999394
2014/8/8:7,0.145926745,-0.363370958
2014/8/8:8,0.132108836,-0.337046601
2014/8/8:9,0.130977036,-0.336933025
2014/8/8:10,0.135904926,-0.340200199
2014/8/8:11,0.191081823,-0.335859339
2014/8/8:12,0.170647973,-0.302676272
2014/8/8:13,0.173130673,-0.334420475
2014/8/8:14,0.186979929,-0.338287447
2014/8/8:15,0.172557461,-0.332629408
2014/8/8:16,0.158475598,-0.349264493
2014/8/8:17,0.165008526,-0.355431377
2014/8/8:18,0.165426382,-0.342882594
2014/8/8:19,0.14869588,-0.354523224
2014/8/8:20,0.151199941,-0.343900025
2014/8/8:21,0.154490459,-0.344290392
2014/8/8:22,0.149648287,-0.34580829
2014/8/8:23,0.152608869,-0.32978728
2014/8/9:0,0.150865426,-0.350033287
2014/8/9:1,0.167730075,-0.341389126
2014/8/9:2,0.153464987,-0.35013406
2014/8/9:3,0.15634441,-0.365203101
2014/8/9:4,0.148310545,-0.353710294
2014/8/9:5,0.161465254,-0.345853386
2014/8/9:6,0.148979583,-0.351202148
2014/8/9:7,0.143979257,-0.35481951
2014/8/9:8,0.132069688,-0.345635521
2014/8/9:9,0.135623377,-0.335009789
2014/8/9:10,0.146290009,-0.35171783
2014/8/9:11,0.145303677,-0.305670106
2014/8/9:12,0.158430179,-0.32827285
2014/8/9:13,0.162990767,-0.301352305
2014/8/9:14,0.166831436,-0.336755
2014/8/9:15,0.164353129,-0.344330873
2014/8/9:16,0.152442422,-0.331830917
2014/8/9:17,0.152486282,-0.356884935
2014/8/9:18,0.159726595,-0.33988652
2014/8/9:19,0.155379976,-0.340565293
2014/8/9:20,0.160815199,-0.336427484
2014/8/9:21,0.151941961,-0.335905305
2014/8/9:22,0.147812126,-0.3225862
2014/8/9:23,0.159910034,-0.343580771
2014/8/10:0,0.143810318,-0.343888779
2014/8/10:1,0.157790596,-0.324404038
2014/8/10:2,0.158582696,-0.36202592
2014/8/10:3,0.156148729,-0.348081618
2014/8/10:4,0.159116829,-0.347232958
2014/8/10:5,0.159493864,-0.352226722
2014/8/10:6,0.148077747,-0.350424773
2014/8/10:7,0.132663185,-0.359957508
2014/8/10:8,0.148523152,-0.356211814
2014/8/10:9,0.142838151,-0.340986941
2014/8/10:10,0.125996372,-0.34368313
2014/8/10:11,0.183867515,-0.313733797
2014/8/10:12,0.148246982,-0.330331225
2014/8/10:13,0.158539529,-0.341911424
2014/8/10:14,0.177630213,-0.329971154
2014/8/10:15,0.15164158,-0.34576865
2014/8/10:16,0.157223037,-0.341842026
2014/8/10:17,0.159078174,-0.318292996
2014/8/10:18,0.161076756,-0.328499838
2014/8/10:19,0.146786465,-0.333366415
2014/8/10:20,0.157760549,-0.332626817
2014/8/10:21,0.150935162,-0.354231119
2014/8/10:22,0.149644362,-0.337023452
2014/8/10:23,0.151063458,-0.331775394
2014/8/11:0,0.161452009,-0.355217034
